prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
trichoptera puapae_and_adult,adults/pupae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera larvae_pupae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera larvae_and_pupae,larvae/pupae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera larva,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera immature,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera imagines,adults,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera aquatic,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
trichoptera adults,adults,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera adult,adults,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera 42,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera 27,unknown,Animalia,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptera,unknown,Metazoa,Insecta,Trichoptera,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
trichoptcra larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
trichodactylidae trichodactylus_sp,unknown,Animalia,Malacostraca,Decapoda,Trichodactylidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
trichocladius,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
trichocerca_capucina,unknown,Animalia,Eurotatoria,Ploima,Trichocercidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
trichocerca,unknown,Animalia,Eurotatoria,Ploima,Trichocercidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
tribonema sp,unknown,Chromista,Xanthophyceae,Tribonematales,Tribonemataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
trematoda,unknown,Animalia,Trematoda,NA,NA,NA,NA,Platyhelminthes,NA,NA,NA,NA,aquatic or terrestrial
tree bark_leaves_roots,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Traverella,unknown,Metazoa,Insecta,Ephemeroptera,Ametropodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
trachydoras_paraguayensis,unknown,Metazoa,Actinopterygii,Siluriformes,Doradidae,Trachydoras paraguayensis,NA,Chordata,NA,NA,NA,NA,aquatic
tisbe longicornis,unknown,Animalia,Hexanauplia,Harpacticoida,Tisbidae,Tisbe longicornis,NA,Arthropoda,NA,NA,NA,NA,aquatic
tipulidae pupae,pupae,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
tipulidae larvae,larvae,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
tipulidae adults,adults,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
Tipulidae,unknown,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
tipulidae,unknown,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
tipula sp_larvae,larvae,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
Tipula,unknown,Metazoa,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tipula,unknown,Animalia,Insecta,Diptera,Tipulidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
tilapines,unknown,Animalia,Actinopterygii,Cichliformes,Cichlidae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
tilapians,unknown,Animalia,Actinopterygii,Perciformes,Cichlidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
tilapia sparrmanii,unknown,Animalia,Actinopterygii,Perciformes,Cichlidae,Tilapia sparrmanii,NA,Chordata,NA,NA,NA,NA,aquatic
tilapia sp_fry,juvenile,Animalia,Actinopterygii,Perciformes,Cichlidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
thysanura_adult,adults,Animalia,Insecta,Thysanura,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
thysanoptera,unknown,Animalia,Insecta,Thysanoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
thrips thysonoptera,unknown,Animalia,Insecta,Thrips thysonoptera,Thripidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
thin sharpbelly_toxabramis_swinhonis_gunther_cyprinidae,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Toxabramis swinhonis,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
thick sediment,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
thiaridae,unknown,Metazoa,Gastropoda,NA,Thiaridae,unidentified,NA,Mollusca,NA,NA,NA,NA,aquatic
thhysamoptera_adults,adults,Animalia,Insecta,Thysanoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
thermodiaptomus,unknown,Animalia,Hexanauplia,Calanoida,Diaptomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
thermocyclops_equatorialis,unknown,Metazoa,Hexanauplia,Cyclopoida,Cyclopidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
thermocyclopes_equatorialis,unknown,Animalia,Hexanauplia,Cyclopoida,Cyclopidae,Thermocyclops equatorialis,NA,Arthropoda,NA,Copepoda,Crustacea,NA,aquatic
theodoxus heldreichi,unknown,Animalia,Gastropoda,Cycloneritida,Neritidae,Theodoxus heldreichi,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
theodoxus,unknown,Metazoa,Gastropoda,Cycloneritida,Neritidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
thcorythodes,unknown,Animalia,Insecta,Ephemeroptera,Leptohyphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
thaleichthys pacificus,unknown,Animalia,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,NA,Chordata,NA,NA,NA,NA,aquatic
tetrix ornata,unknown,Animalia,Insecta,Orthoptera,Tetrigidae,Tetrix ornata,NA,Arthropoda,NA,NA,NA,NA,terrestrial
tetragonopterinae,unknown,Metazoa,Actinopterygii,Characiformes,Characidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
testudinella clypeata,unknown,Animalia,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella clypeata,NA,Rotifera,NA,NA,NA,NA,aquatic
testudinella,unknown,Animalia,Eurotatoria,Flosculariaceae,Testudinellidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
terrestrial_insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,terrestrial
terrestrial_arthropods,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial_arthropoda,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial vertebrates,unknown,Animalia,NA,NA,NA,NA,NA,Chordata,NA,NA,Vertebrata,NA,terrestrial
terrestrial snails,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial prey,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
terrestrial plants,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial neuroptera,unknown,Animalia,Insecta,Neuroptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial lepidoptera,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial invertebrates,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial insectsb,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial insects_and_spiders,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
Terrestrial insects (other),unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,terrestrial
terrestrial insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial insecta,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
terrestrial hornoptera,unknown,Animalia,Insecta,Terrestrial hornoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial homoptera,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial hemiptera,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
terrestrial fauna,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
terrestrial dragonflies,unknown,Animalia,Insecta,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial diptera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
terrestrial damselflies,unknown,Animalia,Insecta,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial coleoptera,unknown,Animalia,Insecta,Coleoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
terrestrial arthropods,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial araneae,unknown,Animalia,Arachnida,Araneae,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial ants,unknown,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
terrestrial anta,unknown,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Terrestrial  insects (other),unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,terrestrial
Terrestrial  insects,unknown,Animalia,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,terrestrial
terrestrial,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
terr insecta,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
termocyclops sp,unknown,Animalia,Hexanauplia,Cyclopoida,Cyclopidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
termitidae,unknown,Metazoa,Insecta,Blattodea,Termitidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
tenthcedinidae,unknown,Animalia,Insecta,Hymenoptera,Tenthredinidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
tenebrionidae,unknown,Animalia,Insecta,Coleoptera,Tenebrionidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
tendipeds,unknown,Animalia,Insecta,Diptera,Tendipedidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tendipedidae,unknown,Animalia,Insecta,Diptera,Tendipedidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Tendipedid,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tenagomysis,unknown,Animalia,Malacostraca,Mysida,Mysidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
teleostomi,unknown,Animalia,Gastropoda,NA,Diastomatidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
teleostei misc,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
teleostei,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
teleost_invertebrate_eggs,eggs,Animalia,NA,NA,NA,NA,Arthropods,NA,NA,NA,NA,NA,aquatic
teleost,unknown,Animalia,Actinopterygii,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
tecamoebas,unknown,Protozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
tecameba,unknown,Protozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
tarebia granifera,unknown,Animalia,Gastropoda,NA,Thiaridae,Tarebia granifera,NA,Mollusca,NA,NA,NA,NA,aquatic
tardigrada,unknown,Animalia,NA,NA,NA,NA,NA,Tardigrada,NA,NA,NA,NA,aquatic
tanytarsus,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tanytarsini n_det,unknown,Animalia,Insecta,Diptera,Chironomidae,Tanytarsus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
Tanypodinae,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tanypodinae,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tanaidacea sinelobus_sp,unknown,Animalia,Malacostraca,Tanaidacea,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tanaidacea leptochelia_sp,unknown,Animalia,Malacostraca,Tanaidacea,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tamar river_goby,unknown,Animalia,Actinopterygii,Perciformes,Gobiidae,Afurcagobius tamarensis,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
tadpoles,juvenile,Animalia,Amphibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
tadpole,juvenile,Animalia,Amphibia,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
tabellaria sp_41,unknown,Chromista,Bacillariophyceae,Tabellariales,Tabellariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
tabellaria sp_31,unknown,Chromista,Bacillariophyceae,Tabellariales,Tabellariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
tabellaria sp,unknown,Chromista,Bacillariophyceae,Tabellariales,Tabellariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
tabanus_larvae,larvae,Metazoa,Insecta,Diptera,Tabanidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
tabanidae,unknown,Animalia,Insecta,Diptera,Tabanidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
t_similis,unknown,Animalia,Eurotatoria,Ploima,Trichocercidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
syrphus sp,unknown,Animalia,Insecta,Diptera,Syrphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
syrphidae,unknown,Animalia,Insecta,Diptera,Syrphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
synodontis spp,unknown,Animalia,Actinopterygii,Siluriformes,Mochokidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
synodontis sp,unknown,Animalia,Actinopterygii,Siluriformes,Mochokidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
syngnathus_sp,unknown,Metazoa,Actinopterygii,Syngnathiformes,Syngnathidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
synedra sp,unknown,Chromista,Bacillariophyceae,Fragilariales,Fragilariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
synedra,unknown,Chromista,Bacillariophyceae,Fragilariales,Fragilariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
synchaeta sp,unknown,Animalia,Eurotatoria,Ploima,Synchaetidae,NA,NA,Rotifera,NA,NA,NA,NA,aquatic
syncaris sp,unknown,Animalia,Malacostraca,Decapoda,Atyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
synbranchus_marmoratus,unknown,Metazoa,Actinopterygii,Synbranchiformes,Synbranchidae,Synbranchus marmoratus,NA,Chordata,NA,NA,NA,NA,aquatic
synadra sp,unknown,Plantae,Magnoliopsida,Lamiales,Lamiaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
symphyla,larvae,Animalia,Symphyla,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
surirella_sp_2,unknown,Chromista,Bacillariophyceae,Surirellales,Surirellaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
surirella_sp_1,unknown,Chromista,Bacillariophyceae,Surirellales,Surirellaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
surirella sp,unknown,Chromista,Bacillariophyceae,Surirellales,Surirellaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
surirella,unknown,Chromista,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
surface food,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
superior vegetables,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
sunfsh,unknown,Animalia,Actinopterygii,Perciformes,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
Stylurus,unknown,Metazoa,Insecta,Trichoptera,Brachycentridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
stratiomyidae larvae,larvae,Animalia,Insecta,Diptera,Stratiomyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
stratiomyidae exuviae,unknown,Animalia,Insecta,Diptera,Stratiomyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
stratiomyidae adult,adults,Animalia,Insecta,Diptera,Stratiomyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
stratiomydae,unknown,Animalia,Insecta,Diptera,Stratiomyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
stones,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
stonefly newt,larvae,Animalia,Insecta,Plecoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
stoneflies,unknown,Animalia,Insecta,Plecoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
stonefies,unknown,Animalia,Insecta,Plecoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
stictochironomus,unknown,Animalia,Insecta,Diptera,Chironomidae,Stictochironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
sticklebacks,unknown,Animalia,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
stickleback,unknown,Animalia,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
stephanodiscus sp,unknown,Chromista,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
stephanodiscus,unknown,Chromista,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
stenotrachelus sp,unknown,Animalia,Insecta,Coleoptera,Stenotrachelidae,Senotrachelus sp.,NA,Arthropoda,NA,NA,NA,NA,terrestrial
stenophylax sp,unknown,Animalia,Insecta,Trichoptera,Limnephilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
stenoperla prasina,unknown,Animalia,Insecta,Plecoptera,Eustheniidae,Stenoperla prasina,NA,Arthropoda,NA,NA,NA,NA,aquatic
Stenelmis,unknown,Metazoa,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
steindachnerina_insculpta,unknown,Metazoa,Actinopterygii,Characiformes,Curimatidae,Steindachnerina insculpta,NA,Chordata,NA,NA,NA,NA,aquatic
stauroneis_sp_2,unknown,Chromista,Bacillariophyceae,Naviculales,Stauroneidaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
stauroneis_sp_1,unknown,Chromista,Bacillariophyceae,Naviculales,Stauroneidaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
stauroneis sp,unknown,Chromista,Bacillariophyceae,Naviculales,Stauroneidaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
staurastrum sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Desmidiaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
staurastrum,unknown,Viridiplantae,Zygnematophyceae,Oscillatoriales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
staphylinidae,unknown,Animalia,Insecta,Coleoptera,Staphylinidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
spotted steed_hemibarbus_maculatus_bleeker_cyprinidae,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Hemibarbus maculatus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
spongillidae_gemmules,unknown,Metazoa,Demospongiae,Spongillida,Spongillidae,NA,NA,Porifera,NA,NA,NA,NA,aquatic
sponges,unknown,Metazoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
sponge,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
spirulina sp,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
spirulina,unknown,Bacteria,Cyanophyceae,Spirulinales,Spirulinaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
spiru ina_sp,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
spirotaenia sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Mesotaeniaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
spirostones,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
spirogyra_sp,unknown,Viridiplantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
spirogyra sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
spirogyra,unknown,Viridiplantae,Zygnematophyceae,Zygnematales,Zygnemataceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
spirinchus thaleichthys,unknown,Animalia,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus thaleichthys,NA,Chordata,NA,NA,NA,NA,aquatic
spiny water_flea,unknown,Animalia,Branchiopoda,Cladocera,Cercopagididae,Bythotrephes longimanus,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
spiny eel_mastacembelus_aculeatus_basilewsky_mastacembelidae,unknown,Animalia,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus aculeatus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
spiny bitterling_acanthorhodeus_chankaensis_dybowsky_cyprinidae,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Acanthorhodeus chankaensis,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
spiders,unknown,Animalia,Arachnida,Araneae,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
sphecidae,unknown,Animalia,Insecta,Hymenoptera,Sphecidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
sphaerocystis,unknown,Plantae,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
sphaeriwn,unknown,Animalia,Bivalvia,Sphaeriida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
sphaerium,unknown,Metazoa,Bivalvia,Veneroida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
sphaeriids,unknown,Animalia,Bivalvia,Sphaeriida,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
sphaeriidae,unknown,Metazoa,Bivalvia,Veneroida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
sphaericus,unknown,Animalia,Insecta,Coleoptera,Ptinidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
sphaeoplea sp,unknown,Plantae,Chlorophyceae,Chlamydomonadales,Sphaeropleaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
spawn,unknown,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
soil_mud_sand,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
soil_debris_detritus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
snals,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
snails,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
snail,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
smelt,unknown,Animalia,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
smallmouth hardyhead,unknown,Animalia,Actinopterygii,Atheriniformes,Atherinidae,Atherinosoma microstoma,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
smallmouth bass,unknown,Animalia,Actinopterygii,Perciformes,Centrarchidae,Micropterus dolomieu,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
small_ostracoda,unknown,Metazoa,Ostracoda,NA,Anelloviridae,Small anellovirus,NA,NA,NA,NA,NA,NA,aquatic
small pennate_diatom,unknown,Chromista,NA,NA,NA,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
small insect,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
small green_diptera_larvae,larvae,Animalia,Insecta,Diptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
small fsh,unknown,Animalia,NA,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
small fish,unknown,Animalia,NA,NA,NA,NA,NA,NA,Osteichthyes,NA,NA,NA,aquatic
small crustaceans,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
small crab,unknown,Animalia,Malacostraca,Decapoda,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
small characidae,unknown,Animalia,Actinopterygii,Characiformes,Characidae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
sm whole_fsh,unknown,Animalia,NA,NA,NA,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
