,site_name,lat,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,sampling_interval,predator_average_length,frequency
4389,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,NA,NA,NA
4390,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,NA,NA,NA
4391,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,seeds,NA,NA,NA,NA
4392,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,8,NA,NA,NA
4393,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,6.6,NA,NA,NA
4394,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,6.6,NA,NA,NA
4395,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,organic_mat_undet,2,NA,NA,NA
4396,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,NA,NA,NA,NA
4397,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,T,NA,NA,NA
4398,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,1.7,NA,NA,NA
4399,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,detritus,0.8,NA,NA,NA
4400,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Cynoscion nebulosus,9,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,NA,NA,NA,NA
4401,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Cynoscion nebulosus,14,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,0.3,NA,NA,NA
4402,"Lake Pontchartrain, Louisiana",NA,NA,150,199,mm,standard length,NA,Cynoscion nebulosus,8,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,NA,NA,NA,NA
4403,"Lake Pontchartrain, Louisiana",NA,NA,406,406,mm,standard length,NA,Cynoscion nebulosus,17,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl8,NA,sand,0.3,NA,NA,NA
4404,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,2,NA,NA,NA
4405,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,NA,NA,NA,NA
4406,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rotifera,NA,NA,NA,NA
4407,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,13.2,NA,NA,NA
4408,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,0.6,NA,NA,NA
4409,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,ostracoda,0.3,NA,NA,NA
4410,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,copepoda_undet,6.2,NA,NA,NA
4411,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,copepoda_undet,NA,NA,NA,NA
4412,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,copepoda_undet,T,NA,NA,NA
4413,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,harpacticoid,11.3,NA,NA,NA
4414,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,harpacticoid,0.7,NA,NA,NA
4415,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,harpacticoid,NA,NA,NA,NA
4416,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mysid_shrimp,1,NA,NA,NA
4417,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mysid_shrimp,0.3,NA,NA,NA
4418,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mysid_shrimp,NA,NA,NA,NA
4419,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,isopoda,7.6,NA,NA,NA
4420,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,isopoda,9,NA,NA,NA
4421,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,isopoda,11.8,NA,NA,NA
4422,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,amphipoda,7.8,NA,NA,NA
4423,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,amphipoda,10.3,NA,NA,NA
4424,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,amphipoda,7,NA,NA,NA
4425,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,cirripedia,NA,NA,NA,NA
4426,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,cirripedia,NA,NA,NA,NA
4427,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,cirripedia,NA,NA,NA,NA
4428,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,insecta,NA,NA,NA,NA
4429,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,insecta,NA,NA,NA,NA
4430,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,insecta,NA,NA,NA,NA
4431,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,coleoptera,NA,NA,NA,NA
4432,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,coleoptera,0.5,NA,NA,NA
4433,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,coleoptera,NA,NA,NA,NA
4434,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,diptera,1.3,NA,NA,NA
4435,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,diptera,1.3,NA,NA,NA
4436,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,diptera,9,NA,NA,NA
4437,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,arachnida,1,NA,NA,NA
4438,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,arachnida,NA,NA,NA,NA
4439,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,arachnida,NA,NA,NA,NA
4440,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,annelida,2,NA,NA,NA
4441,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,annelida,NA,NA,NA,NA
4442,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,annelida,NA,NA,NA,NA
4443,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mollusca,NA,NA,NA,NA
4444,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mollusca,NA,NA,NA,NA
4445,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mollusca,NA,NA,NA,NA
4446,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rangia_cuneata,13.5,NA,NA,NA
4447,"Lake Pontchartrain, Louisiana",NA,NA,100,149,mm,standard length,NA,Leiostomus xanthurus,28,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rangia_cuneata,23.7,NA,NA,NA
4448,"Lake Pontchartrain, Louisiana",NA,NA,150,203,mm,standard length,NA,Leiostomus xanthurus,20,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,rangia_cuneata,29.7,NA,NA,NA
4449,"Lake Pontchartrain, Louisiana",NA,NA,40,99,mm,standard length,NA,Leiostomus xanthurus,18,7/1/1953,5/1/1955,lake,NA,percent volume,percent,Darnell,1958,Publ. Inst. Mar. Sci. Univ,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl9,NA,mytilopsis_leucopheata,NA,NA,NA,NA
