"site_name","type_of_fish","measurement_type_number_weight_other","measurement_units_total_percent_other","sample_size","start_date","end_date","sampling_interval","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"larvae_chaoborus",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"larvae_chaoborus",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"larvae_trichoptera","0","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"larvae_trichoptera","0","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"larvae_trichoptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"nymphs_insecta","0.5","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"nymphs_insecta","0.4","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"nymphs_insecta","0.3","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"nymphs_insecta","0.1","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"nymphs_insecta","0","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"nymphs_insecta",".1","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"nymphs_insecta",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"nymphs_odonata","0","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"nymphs_odonata","0.1","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"nymphs_odonata",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"nymphs_ephemeroptera","0","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"nymphs_ephemeroptera","0.1","larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"nymphs_ephemeroptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","2/1/1987","2/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","1",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","3/1/1987","3/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","2",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","4/1/1987","4/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","3",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","5/1/1987","5/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","4",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","6/1/1987","6/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","5",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","7/1/1987","7/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","6",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","31","8/1/1987","8/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","7",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","30","9/1/1987","9/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","8",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","33","10/1/1987","10/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","9",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","42","11/1/1987","11/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","10",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","32","12/1/1987","12/1/1987","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","11",NA,"nymphs_diptera",NA,"larvae"
"Lake  Koronia, Greece","Alburnus alburnus","number","total","37","1/1/1988","1/1/1988","monthly",NA,NA,NA,NA,NA,NA,"lentic",NA,"Politou","1993","Journal of Fish Biology","Politou, C. Y., Economidis, P. S., & Sinis, A. I. (1993). Feeding biology of bleak, Alburnus alburnus, in Lake Koronia, northern Greece. Journal of fish biology, 43(1), 33-43.","tbl2","averaged over individuals within months","12",NA,"nymphs_diptera",NA,"larvae"
