"fish_id_new","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"menidia beryllina",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"menidia beryllina",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"menidia beryllina","0.4","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"micropogon undulatus",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"micropogon undulatus",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"micropogon undulatus","0.7","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"micropogon undulatus","8.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"syngnathus sp",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"syngnathus sp",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"syngnathus sp",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"syngnathus sp","0.4","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"fish remains",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"fish remains","3.5","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"fish remains","2.3","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"fish remains","13.5","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"algae filamentous",NA,"unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"algae filamentous","3.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"algae filamentous",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"algae filamentous","25.7","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"vascular plants","0.2","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"vascular plants",NA,"unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"vascular plants",NA,"unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"vascular plants","0.5","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"organic mat_undet","26.3","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"organic mat_undet","25.5","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"organic mat_undet","10.1","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"organic mat_undet","3.3","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"detritus","10.6","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"detritus","6.2","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"detritus","0.3","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"detritus","1.1","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_60_129_1_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","60","129",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","1",NA,"sand and_silt","3.8","unknown"
"Darnell_1958_tbl 3_16_percentpercent volume_Lake Pontchartrain, Louisiana_130_199_2_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","130","199",NA,"mm","standard length",NA,"16","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","2",NA,"sand and_silt","0.4","unknown"
"Darnell_1958_tbl 3_15_percentpercent volume_Lake Pontchartrain, Louisiana_200_229_3_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","200","229",NA,"mm","standard length",NA,"15","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","3",NA,"sand and_silt","0.1","unknown"
"Darnell_1958_tbl 3_23_percentpercent volume_Lake Pontchartrain, Louisiana_230_411_4_1953-07-01_1955-05-01lenticNA","Lake Pontchartrain, Louisiana","Ictalurus furcatus","percent volume","percent","230","411",NA,"mm","standard length",NA,"23","1953-07-01","1955-05-01",NA,"lentic",NA,"Darnell","1958","Publ. Inst. Mar. Sci. Univ. Tex","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl 3","averaged over date for each size range","4",NA,"sand and_silt","2.3","unknown"
