,site_name,lat.x,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,lon,lat.y
2677,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,38,Dec-97,Dec-97,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,13,unknown,monthly,NA,NA,-103.7289167,34.9569924
2678,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,39,Jan-98,Jan-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,13.9,unknown,monthly,NA,NA,-103.7289167,34.9569924
2679,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,55,Feb-98,Feb-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,0,unknown,monthly,NA,NA,-103.7289167,34.9569924
2680,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,44,Mar-98,Mar-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,0.2,unknown,monthly,NA,NA,-103.7289167,34.9569924
2681,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,35,Apr-98,Apr-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,3.9,unknown,monthly,NA,NA,-103.7289167,34.9569924
2682,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,75,May-98,May-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,3.2,unknown,monthly,NA,NA,-103.7289167,34.9569924
2683,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,55,Jun-98,Jun-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,13.4,unknown,monthly,NA,NA,-103.7289167,34.9569924
2684,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,33,Jul-98,Jul-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,NA,unknown,monthly,NA,NA,-103.7289167,34.9569924
2685,"Canadian River, Quay County, New Mexico",NA,NA,NA,NA,NA,NA,NA,Macrhybopsis tetranema,35,Aug-98,Aug-98,lotic,NA,weight,percent,Wilde,2001.00,Journal of Freshwater Ecology,"Wilde, G. R., Bonner, T. H., & Zwank, P. J. (2001). Diets of the Arkansas River shiner and peppered chub in the Canadian River, New Mexico and Texas. Journal of Freshwater Ecology, 16(3), 403-410.",tbl2,"hand entered. Able2Extract did not work for some reason, but it did work for table 1 in the same paper",unidentified_insects,10.8,unknown,monthly,NA,NA,-103.7289167,34.9569924
2686,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,55,mm,total,NA,Notropis sabinae,10,1-Nov,1-Nov,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,2.5,unknown,monthly,NA,NA,-94.6517754,31.62399
2687,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,50,mm,total,NA,Notropis sabinae,17,1-Dec,1-Dec,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,37.3,unknown,monthly,NA,NA,-94.6517754,31.62399
2688,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,50,55,mm,total,NA,Notropis sabinae,12,2-Jan,2-Jan,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,15.3,unknown,monthly,NA,NA,-94.6517754,31.62399
2689,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,40,2-Feb,2-Feb,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,25.4,unknown,monthly,NA,NA,-94.6517754,31.62399
2690,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,52,mm,total,NA,Notropis sabinae,11,2-Mar,2-Mar,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,45.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2691,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,24,2-Apr,2-Apr,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,46.8,unknown,monthly,NA,NA,-94.6517754,31.62399
2692,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,65,mm,total,NA,Notropis sabinae,49,2-May,2-May,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,70,unknown,monthly,NA,NA,-94.6517754,31.62399
2693,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,55,mm,total,NA,Notropis sabinae,25,2-Jun,2-Jun,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,50,unknown,monthly,NA,NA,-94.6517754,31.62399
2694,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,60,mm,total,NA,Notropis sabinae,32,2-Jul,2-Jul,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,43.4,unknown,monthly,NA,NA,-94.6517754,31.62399
2695,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,18,55,mm,total,NA,Notropis sabinae,28,2-Aug,2-Aug,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,44.2,unknown,monthly,NA,NA,-94.6517754,31.62399
2696,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,22,52,mm,total,NA,Notropis sabinae,25,2-Sep,2-Sep,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,42,unknown,monthly,NA,NA,-94.6517754,31.62399
2697,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,52,mm,total,NA,Notropis sabinae,36,2-Oct,2-Oct,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",aquatic_insects,56,unknown,monthly,NA,NA,-94.6517754,31.62399
2698,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,55,mm,total,NA,Notropis sabinae,10,1-Nov,1-Nov,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,0.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2699,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,50,mm,total,NA,Notropis sabinae,17,1-Dec,1-Dec,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2700,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,50,55,mm,total,NA,Notropis sabinae,12,2-Jan,2-Jan,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2701,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,40,2-Feb,2-Feb,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,1.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2702,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,52,mm,total,NA,Notropis sabinae,11,2-Mar,2-Mar,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,3.3,unknown,monthly,NA,NA,-94.6517754,31.62399
2703,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,24,2-Apr,2-Apr,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2704,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,65,mm,total,NA,Notropis sabinae,49,2-May,2-May,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,1.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2705,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,55,mm,total,NA,Notropis sabinae,25,2-Jun,2-Jun,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,3.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2706,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,60,mm,total,NA,Notropis sabinae,32,2-Jul,2-Jul,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,4.6,unknown,monthly,NA,NA,-94.6517754,31.62399
2707,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,18,55,mm,total,NA,Notropis sabinae,28,2-Aug,2-Aug,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,3.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2708,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,22,52,mm,total,NA,Notropis sabinae,25,2-Sep,2-Sep,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,0.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2709,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,52,mm,total,NA,Notropis sabinae,36,2-Oct,2-Oct,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",terrestrial_insects,0.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2710,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,55,mm,total,NA,Notropis sabinae,10,1-Nov,1-Nov,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,0.7,unknown,monthly,NA,NA,-94.6517754,31.62399
2711,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,50,mm,total,NA,Notropis sabinae,17,1-Dec,1-Dec,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,4.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2712,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,50,55,mm,total,NA,Notropis sabinae,12,2-Jan,2-Jan,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,11.6,unknown,monthly,NA,NA,-94.6517754,31.62399
2713,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,40,2-Feb,2-Feb,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,1.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2714,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,52,mm,total,NA,Notropis sabinae,11,2-Mar,2-Mar,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,1.3,unknown,monthly,NA,NA,-94.6517754,31.62399
2715,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,24,2-Apr,2-Apr,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,5.8,unknown,monthly,NA,NA,-94.6517754,31.62399
2716,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,35,65,mm,total,NA,Notropis sabinae,49,2-May,2-May,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,4.4,unknown,monthly,NA,NA,-94.6517754,31.62399
2717,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,55,mm,total,NA,Notropis sabinae,25,2-Jun,2-Jun,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,1.9,unknown,monthly,NA,NA,-94.6517754,31.62399
2718,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,20,60,mm,total,NA,Notropis sabinae,32,2-Jul,2-Jul,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2719,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,18,55,mm,total,NA,Notropis sabinae,28,2-Aug,2-Aug,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2720,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,22,52,mm,total,NA,Notropis sabinae,25,2-Sep,2-Sep,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2721,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,52,mm,total,NA,Notropis sabinae,36,2-Oct,2-Oct,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",unidentified_insects,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2722,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,55,mm,total,NA,Notropis sabinae,10,1-Nov,1-Nov,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",collembola,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2723,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,25,50,mm,total,NA,Notropis sabinae,17,1-Dec,1-Dec,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",collembola,—,unknown,monthly,NA,NA,-94.6517754,31.62399
2724,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,50,55,mm,total,NA,Notropis sabinae,12,2-Jan,2-Jan,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",collembola,0.1,unknown,monthly,NA,NA,-94.6517754,31.62399
2725,"Banita and LaNana Creek, Nacogdoches County, Texas",NA,NA,30,55,mm,total,NA,Notropis sabinae,40,2-Feb,2-Feb,lotic,run,abundance,percent,Williams,2006.00,American Midland Naturalist,"Williams, C. S., & Bonner, T. H. (2006). Habitat associations, life history and diet of the Sabine shiner Notropis sabinae in an east Texas drainage. The American midland naturalist, 155(1), 84-103.",tbl6,"depth and velocity are available in figures and tables, but only for individual sites. Diet data aggregated for all sites. Length estimated from  Fig3 visually via histogram.",collembola,0.1,unknown,monthly,NA,NA,-94.6517754,31.62399
