"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"238","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","grass_shrimp","<0.1","unknown","-84.8107511","30.8075107"
"239","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","grass_shrimp","0.9","unknown","-84.8107511","30.8075107"
"240","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","grass_shrimp","0.1","unknown","-84.8107511","30.8075107"
"241","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","grass_shrimp","9.1","unknown","-84.8107511","30.8075107"
"242","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","grass_shrimp","0.8","unknown","-84.8107511","30.8075107"
"243","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","crayfish","7.3","unknown","-84.8107511","30.8075107"
"244","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","crayfish","3.8","unknown","-84.8107511","30.8075107"
"245","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","crayfish","29.3","unknown","-84.8107511","30.8075107"
"246","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","crayfish","10.1","unknown","-84.8107511","30.8075107"
"247","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","crayfish","22","unknown","-84.8107511","30.8075107"
"248","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","crayfish","8.8","unknown","-84.8107511","30.8075107"
"249","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","crayfish","-","unknown","-84.8107511","30.8075107"
"250","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","crayfish","-","unknown","-84.8107511","30.8075107"
"251","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","catfish","0.5","unknown","-84.8107511","30.8075107"
"252","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","catfish","0","unknown","-84.8107511","30.8075107"
"253","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"254","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"255","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"256","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"257","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"258","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","catfish","-","unknown","-84.8107511","30.8075107"
"259","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shiners","0","unknown","-84.8107511","30.8075107"
"260","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shiners","0.1","unknown","-84.8107511","30.8075107"
"261","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shiners","1","unknown","-84.8107511","30.8075107"
"262","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shiners","0.8","unknown","-84.8107511","30.8075107"
"263","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shiners","1.5","unknown","-84.8107511","30.8075107"
"264","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shiners","1.9","unknown","-84.8107511","30.8075107"
"265","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","shiners","7.7","unknown","-84.8107511","30.8075107"
"266","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","shiners","24.8","unknown","-84.8107511","30.8075107"
"267","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","killifishes","-","unknown","-84.8107511","30.8075107"
"268","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","killifishes","-","unknown","-84.8107511","30.8075107"
"269","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","killifishes","<0.1","unknown","-84.8107511","30.8075107"
"270","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","killifishes","0","unknown","-84.8107511","30.8075107"
"271","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","killifishes","0.5","unknown","-84.8107511","30.8075107"
"272","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","killifishes","0.2","unknown","-84.8107511","30.8075107"
"273","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","killifishes","6.2","unknown","-84.8107511","30.8075107"
"274","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","killifishes","11.5","unknown","-84.8107511","30.8075107"
"275","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","large_cypriniformes","12.6","unknown","-84.8107511","30.8075107"
"276","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","large_cypriniformes","30.8","unknown","-84.8107511","30.8075107"
"277","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","large_cypriniformes","-","unknown","-84.8107511","30.8075107"
"278","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","large_cypriniformes","-","unknown","-84.8107511","30.8075107"
"279","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","large_cypriniformes","0.8","unknown","-84.8107511","30.8075107"
"280","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","large_cypriniformes","2.4","unknown","-84.8107511","30.8075107"
"281","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","large_cypriniformes","4.3","unknown","-84.8107511","30.8075107"
"282","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","large_cypriniformes","0","unknown","-84.8107511","30.8075107"
"283","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","75.9","unknown","-84.8107511","30.8075107"
"284","largemouth bass",NA,"203",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_2","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","53.4","unknown","-84.8107511","30.8075107"
"285","largemouth bass",NA,"303",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_3","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","58.9","unknown","-84.8107511","30.8075107"
"286","largemouth bass",NA,"303",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_4","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","84.5","unknown","-84.8107511","30.8075107"
"287","largemouth bass",NA,"380",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_5","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","68.4","unknown","-84.8107511","30.8075107"
"288","largemouth bass",NA,"380",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_6","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","80.7","unknown","-84.8107511","30.8075107"
"289","largemouth bass",NA,"507",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_7","fish size class and treatment","treatments was before reduction in Hydrilla Plants","sunfishes","49.8","unknown","-84.8107511","30.8075107"
"290","largemouth bass",NA,"507",NA,"total","mm","10","2002","12","1","2003","3","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_8","fish size class and treatment","treatments was after reduction in Hydrilla Plants","sunfishes","11.5","unknown","-84.8107511","30.8075107"
"291","largemouth bass",NA,"203",NA,"total","mm","10","2000","8","1","2001","2","1",NA,"weight","percent","Sammons","2006","Hydrobiologia","Lake Seminole, Spring Creek Arm, Georgia","semi monthly","Sammons, S. M., & Maceina, M. J. (2006). Changes in diet and food consumption of largemouth bass following large-scale hydrilla reduction in Lake Seminole, Georgia. Hydrobiologia, 560(1), 109-120.","tbl5","20200115_sammons5_1","fish size class and treatment","treatments was before reduction in Hydrilla Plants","largemouth_bass","1","unknown","-84.8107511","30.8075107"
